frame,timestamp,anchor_to_bottom_lip_bottom_center,lips_label,teeth_label
0,0.0,94.34354737685209,Closed,Open
1,0.0333355063016079,90.11950283103602,Closed,Open
2,0.0666710126032159,91.46379717670656,Closed,Open
3,0.1000065189048239,92.118064079345,Closed,Open
4,0.1333420252064319,92.69600481307133,Closed,Open
5,0.16667753150804,93.06343276117217,Closed,Open
6,0.2000130378096479,90.87449162241552,Closed,Open
7,0.2333485441112559,93.72684119474395,Closed,Open
8,0.2666840504128639,91.45342745582212,Closed,Open
9,0.3000195567144719,91.8075343611137,Closed,Open
10,0.33335506301608,90.59417150942784,Closed,Open
11,0.3666905693176879,91.96367912525304,Closed,Open
12,0.4000260756192959,93.11447793051836,Closed,Open
13,0.4333615819209039,91.36096547883882,Closed,Open
14,0.4666970882225119,91.73827577969196,Closed,Open
15,0.50003259452412,91.63801809323188,Closed,Open
16,0.5333681008257279,94.17637400602868,Closed,Open
17,0.5667036071273359,92.73158257304632,Closed,Open
18,0.6000391134289439,91.26258436020429,Closed,Open
19,0.6333746197305519,91.18827768467408,Closed,Open
20,0.66671012603216,93.51275335035308,Closed,Open
21,0.7000456323337679,93.86747444281808,Closed,Open
22,0.7333811386353759,95.25601325905689,Closed,Open
23,0.7667166449369839,92.51144536354404,Closed,Open
24,0.8000521512385919,91.43132970001244,Closed,Open
25,0.8333876575401998,89.62111989725561,Closed,Open
26,0.8667231638418079,92.80040811243214,Closed,Open
27,0.9000586701434159,90.2398204299788,Closed,Open
28,0.933394176445024,92.13579245220008,Closed,Open
29,0.9667296827466318,95.13836621045382,Closed,Open
30,1.00006518904824,99.46097321434726,Closed,Open
31,1.0334006953498478,94.69157506638172,Closed,Open
32,1.066736201651456,113.25746869420288,Open,Open
33,1.1000717079530635,114.26698412127551,Open,Open
34,1.1334072142546718,121.23296582200742,Open,Open
35,1.16674272055628,110.4961735209272,Closed,Open
36,1.2000782268578878,101.55242587429164,Closed,Open
37,1.233413733159496,85.85844989937105,Closed,Open
38,1.2667492394611035,99.8566606421312,Closed,Open
39,1.3000847457627118,106.75591497799508,Closed,Open
40,1.33342025206432,109.92394161486554,Closed,Open
41,1.3667557583659278,100.9926068172262,Closed,Open
42,1.400091264667536,120.89000502688783,Open,Open
43,1.4334267709691435,112.60823570859488,Open,Open
44,1.4667622772707518,101.00461819070708,Closed,Open
45,1.5000977835723597,96.49982960052772,Closed,Open
46,1.5334332898739678,106.39121090404872,Closed,Open
47,1.566768796175576,95.98297475314844,Closed,Open
48,1.6001043024771835,102.66011063516166,Closed,Open
49,1.6334398087787918,108.76311610071367,Closed,Open
50,1.6667753150803997,115.07452349230978,Open,Open
51,1.7001108213820078,108.57180003526096,Closed,Open
52,1.7334463276836158,101.28207300334032,Closed,Open
53,1.7667818339852237,92.37980290260552,Closed,Open
54,1.8001173402868318,88.18394330950237,Closed,Open
55,1.8334528465884397,91.33557454984984,Closed,Open
56,1.8667883528900475,95.20105897316242,Closed,Open
57,1.900123859191656,87.28453648310487,Closed,Open
58,1.9334593654932637,87.60937880312136,Closed,Open
59,1.966794871794872,85.09356676692786,Closed,Open
60,2.00013037809648,85.25919295204305,Closed,Open
61,2.0334658843980877,81.49825701763305,Closed,Open
62,2.0668013906996956,82.02358341431753,Closed,Open
63,2.100136897001304,81.93262872797953,Closed,Open
64,2.133472403302912,79.63703842901879,Closed,Open
65,2.1668079096045196,80.5592400106099,Closed,Open
66,2.2001434159061275,77.01009191635528,Closed,Open
67,2.233478922207736,73.56192616788607,Closed,Closed
68,2.2668144285093437,76.1956114960567,Closed,Open
69,2.3001499348109515,80.06302342626333,Closed,Open
70,2.33348544111256,76.43423621810747,Closed,Open
71,2.3668209474141677,76.3457127062936,Closed,Open
72,2.4001564537157756,72.75237835901768,Closed,Closed
73,2.433491960017383,73.0974181379423,Closed,Closed
74,2.4668274663189917,107.4515430311166,Closed,Open
75,2.5001629726205996,76.85508284751339,Closed,Open
76,2.5334984789222075,83.83805376563146,Closed,Open
77,2.566833985223816,78.03005330527013,Closed,Open
78,2.6001694915254236,90.41322629063146,Closed,Open
79,2.6335049978270315,83.11645854629789,Closed,Open
80,2.66684050412864,85.39992250989638,Closed,Open
81,2.7001760104302477,94.24916617015025,Closed,Open
82,2.7335115167318556,92.69295074550364,Closed,Open
83,2.7668470230334634,89.39897881204752,Closed,Open
84,2.8001825293350717,86.74604636976315,Closed,Open
85,2.8335180356366796,88.0998753391444,Closed,Open
86,2.8668535419382875,83.23893007130371,Closed,Open
87,2.900189048239896,82.51551754409442,Closed,Open
88,2.9335245545415036,80.81759165636652,Closed,Open
89,2.9668600608431115,75.99029511864894,Closed,Open
90,3.0001955671447194,74.23536598613765,Closed,Closed
91,3.0335310734463277,73.586299292368,Closed,Closed
92,3.0668665797479355,72.71091073776242,Closed,Closed
93,3.1002020860495434,73.56799859034828,Closed,Closed
94,3.1335375923511517,76.05250421058372,Closed,Open
95,3.1668730986527596,80.19340853259497,Closed,Open
96,3.200208604954367,84.58433760129336,Closed,Open
97,3.2335441112559757,92.05992861171158,Closed,Open
98,3.2668796175575836,88.74307280527316,Closed,Open
99,3.3002151238591915,87.84911645189943,Closed,Open
100,3.3335506301607993,89.57966597218349,Closed,Open
101,3.3668861364624076,87.95377157356533,Closed,Open
102,3.4002216427640155,89.78109439378662,Closed,Open
103,3.4335571490656234,86.42636505907329,Closed,Open
104,3.4668926553672317,85.18249333891868,Closed,Open
105,3.5002281616688395,79.14675945334905,Closed,Open
106,3.5335636679704474,80.36075872706913,Closed,Open
107,3.5668991742720553,78.49111953913297,Closed,Open
108,3.6002346805736636,79.00678449427075,Closed,Open
109,3.633570186875271,81.00204679921134,Closed,Open
110,3.6669056931768793,76.41751946732404,Closed,Open
111,3.700241199478488,82.87799933455686,Closed,Open
112,3.733576705780095,86.88720141977399,Closed,Open
113,3.7669122120817033,84.69728197665427,Closed,Open
114,3.800247718383312,83.87978520348398,Closed,Open
115,3.833583224684919,94.61731867588,Closed,Open
