frame,timestamp,anchor_to_chin,lips_label,teeth_label
0,0.0,170.86180757473022,Closed,Open
1,0.0333355063016079,177.22456534710636,Closed,Open
2,0.0666710126032159,178.96564453269997,Closed,Open
3,0.1000065189048239,180.367068593113,Closed,Open
4,0.1333420252064319,179.7059238462423,Closed,Open
5,0.16667753150804,178.59961474143674,Closed,Open
6,0.2000130378096479,178.4248583596611,Closed,Open
7,0.2333485441112559,181.10853166730132,Closed,Open
8,0.2666840504128639,179.61911348738874,Closed,Open
9,0.3000195567144719,179.898839765319,Closed,Open
10,0.33335506301608,178.80674759778904,Closed,Open
11,0.3666905693176879,177.30675094269012,Closed,Open
12,0.4000260756192959,179.75078521149962,Closed,Open
13,0.4333615819209039,177.57463313490206,Closed,Open
14,0.4666970882225119,180.13655787396337,Closed,Open
15,0.50003259452412,178.3006392540887,Closed,Open
16,0.5333681008257279,181.26633121751556,Closed,Open
17,0.5667036071273359,180.0470186535308,Closed,Open
18,0.6000391134289439,180.18489591483885,Closed,Open
19,0.6333746197305519,176.85815054701294,Closed,Open
20,0.66671012603216,181.02590208942263,Closed,Open
21,0.7000456323337679,181.3655333199061,Closed,Open
22,0.7333811386353759,179.86920733580592,Closed,Open
23,0.7667166449369839,179.6063814098389,Closed,Open
24,0.8000521512385919,177.5648598409552,Closed,Open
25,0.8333876575401998,177.78233116280333,Closed,Open
26,0.8667231638418079,178.28071288428094,Closed,Open
27,0.9000586701434159,180.6797359219567,Closed,Open
28,0.933394176445024,185.93782598856745,Closed,Open
29,0.9667296827466318,184.8544408184685,Closed,Open
30,1.00006518904824,187.7262821525656,Closed,Open
31,1.0334006953498478,187.04710324421129,Closed,Open
32,1.066736201651456,198.4128901770864,Closed,Open
33,1.1000717079530635,198.46151539420453,Closed,Open
34,1.1334072142546718,200.74683111920444,Closed,Open
35,1.16674272055628,184.1274015850807,Closed,Open
36,1.2000782268578878,184.3380716489959,Closed,Open
37,1.233413733159496,183.4301000292469,Closed,Open
38,1.2667492394611035,194.52650990879232,Closed,Open
39,1.3000847457627118,193.97482676010225,Closed,Open
40,1.33342025206432,202.15719418886016,Closed,Open
41,1.3667557583659278,189.5299887742456,Closed,Open
42,1.400091264667536,211.19298256377175,Open,Open
43,1.4334267709691435,196.85493122795137,Closed,Open
44,1.4667622772707518,188.85059436471036,Closed,Open
45,1.5000977835723597,182.2429533635394,Closed,Open
46,1.5334332898739678,186.7527770189665,Closed,Open
47,1.566768796175576,177.07097925234285,Closed,Open
48,1.6001043024771835,189.6774779378169,Closed,Open
49,1.6334398087787918,196.19439723072213,Closed,Open
50,1.6667753150803997,204.7025075620844,Closed,Open
51,1.7001108213820078,198.64401162416203,Closed,Open
52,1.7334463276836158,182.57080861505904,Closed,Open
53,1.7667818339852237,172.8192060366771,Closed,Open
54,1.8001173402868318,165.93520130895735,Closed,Open
55,1.8334528465884397,169.84817979591458,Closed,Open
56,1.8667883528900475,177.9799333044192,Closed,Open
57,1.900123859191656,183.1350346867034,Closed,Open
58,1.9334593654932637,171.85709464788448,Closed,Open
59,1.966794871794872,191.63486907483815,Closed,Open
60,2.00013037809648,189.15932910937465,Closed,Open
61,2.0334658843980877,194.93331449141175,Closed,Open
62,2.0668013906996956,193.71444795250335,Closed,Open
63,2.100136897001304,186.374015403155,Closed,Open
64,2.133472403302912,176.69338908358262,Closed,Open
65,2.1668079096045196,192.2903399695651,Closed,Open
66,2.2001434159061275,181.85553150479453,Closed,Open
67,2.233478922207736,175.0496085025668,Closed,Open
68,2.2668144285093437,166.57780231974502,Closed,Open
69,2.3001499348109515,173.9779561994945,Closed,Open
70,2.33348544111256,169.71106628998078,Closed,Open
71,2.3668209474141677,167.07682570085677,Closed,Open
72,2.4001564537157756,160.9019277632225,Closed,Closed
73,2.433491960017383,166.31433738504404,Closed,Open
74,2.4668274663189917,212.57173996863472,Open,Open
75,2.5001629726205996,180.33066488149953,Closed,Open
76,2.5334984789222075,193.6681562260971,Closed,Open
77,2.566833985223816,182.0099263575028,Closed,Open
78,2.6001694915254236,192.77530888097897,Closed,Open
79,2.6335049978270315,191.06930340936935,Closed,Open
80,2.66684050412864,185.8033754144571,Closed,Open
81,2.7001760104302477,193.4265347821763,Closed,Open
82,2.7335115167318556,190.3033460616332,Closed,Open
83,2.7668470230334634,188.25826517655997,Closed,Open
84,2.8001825293350717,188.06972703473272,Closed,Open
85,2.8335180356366796,185.83149244125417,Closed,Open
86,2.8668535419382875,177.33413654936908,Closed,Open
87,2.900189048239896,187.1818329206528,Closed,Open
88,2.9335245545415036,175.54795924819658,Closed,Open
89,2.9668600608431115,165.52667318996834,Closed,Open
90,3.0001955671447194,157.93732643546264,Closed,Closed
91,3.0335310734463277,159.91484871430586,Closed,Closed
92,3.0668665797479355,153.38207956738938,Closed,Closed
93,3.1002020860495434,161.94342765130963,Closed,Closed
94,3.1335375923511517,171.8581971656828,Closed,Open
95,3.1668730986527596,185.0299745893159,Closed,Open
96,3.200208604954367,187.75076265833047,Closed,Open
97,3.2335441112559757,196.13210332356851,Closed,Open
98,3.2668796175575836,194.56687608478416,Closed,Open
99,3.3002151238591915,194.72783932015184,Closed,Open
100,3.3335506301607993,193.27244827294544,Closed,Open
101,3.3668861364624076,188.32595452544703,Closed,Open
102,3.4002216427640155,188.06509359677017,Closed,Open
103,3.4335571490656234,186.5157656285446,Closed,Open
104,3.4668926553672317,189.0422672627919,Closed,Open
105,3.5002281616688395,189.1595092241813,Closed,Open
106,3.5335636679704474,182.37266464446225,Closed,Open
107,3.5668991742720553,178.08970227992234,Closed,Open
108,3.6002346805736636,174.1902695567111,Closed,Open
109,3.633570186875271,177.24080024360862,Closed,Open
110,3.6669056931768793,161.23119889488993,Closed,Closed
111,3.700241199478488,184.8177482142039,Closed,Open
112,3.733576705780095,197.81496858536292,Closed,Open
113,3.7669122120817033,184.98862516413695,Closed,Open
114,3.800247718383312,177.71286411717793,Closed,Open
115,3.833583224684919,191.45246426382687,Closed,Open
116,3.8669187309865274,195.54162988825357,Closed,Open
117,3.9002542372881353,191.64686631156547,Closed,Open
118,3.933589743589744,195.16066306159135,Closed,Open
119,3.966925249891351,191.193718927277,Closed,Open
120,4.00026075619296,192.5700389019101,Closed,Open
121,4.033596262494568,187.99547516150983,Closed,Open
122,4.0669317687961755,185.9298461523914,Closed,Open
123,4.100267275097783,186.7772060534874,Closed,Open
124,4.133602781399391,188.2988242372704,Closed,Open
125,4.166938287700999,189.93645710161377,Closed,Open
126,4.200273794002608,191.13665424444451,Closed,Open
127,4.233609300304216,176.60357663767903,Closed,Open
128,4.2669448066058235,180.23947357953944,Closed,Open
129,4.300280312907431,176.36944538132485,Closed,Open
130,4.333615819209039,173.53582898387697,Closed,Open
131,4.366951325510647,180.91828037771657,Closed,Open
132,4.400286831812255,194.79484667734687,Closed,Open
133,4.433622338113864,196.40172209902977,Closed,Open
134,4.466957844415472,194.78960939608865,Closed,Open
135,4.5002933507170795,198.737338809891,Closed,Open
136,4.533628857018687,194.74816563853625,Closed,Open
137,4.566964363320295,194.4392905696983,Closed,Open
138,4.600299869621903,193.63951525369572,Closed,Open
139,4.633635375923511,191.25011293778113,Closed,Open
140,4.66697088222512,196.17682780792555,Closed,Open
141,4.700306388526728,188.5133407208152,Closed,Open
142,4.733641894828335,186.37758823780817,Closed,Open
143,4.766977401129943,181.84219799499024,Closed,Open
144,4.800312907431551,182.62492211280227,Closed,Open
145,4.833648413733159,188.15971209890745,Closed,Open
146,4.866983920034767,189.24053478020687,Closed,Open
147,4.900319426336376,177.9197092951636,Closed,Open
148,4.9336549326379835,172.77785317286884,Closed,Open
149,4.966990438939591,177.0461652667139,Closed,Open
150,5.000325945241199,185.87320026165327,Closed,Open
151,5.033661451542807,191.6887302010465,Closed,Open
152,5.066996957844415,192.39600507111476,Closed,Open
153,5.100332464146024,195.7326321856325,Closed,Open
154,5.133667970447632,196.27243149179463,Closed,Open
155,5.167003476749239,197.21059734802344,Closed,Open
156,5.200338983050847,191.87317744370813,Closed,Open
157,5.233674489352455,189.02224341080404,Closed,Open
158,5.267009995654063,193.5822041805028,Closed,Open
159,5.300345501955671,184.7232309013653,Closed,Open
160,5.33368100825728,183.61431276106953,Closed,Open
161,5.3670165145588875,186.21078494257216,Closed,Open
162,5.400352020860495,181.77221981069695,Closed,Open
163,5.433687527162103,181.6218580347862,Closed,Open
164,5.467023033463711,170.31285844908317,Closed,Open
165,5.500358539765319,176.4249065011042,Closed,Open
166,5.533694046066927,175.11167810871254,Closed,Open
167,5.567029552368536,169.09491880279353,Closed,Open
168,5.6003650586701434,167.54360488280113,Closed,Open
169,5.633700564971751,177.34982605551008,Closed,Open
170,5.667036071273359,190.16476042992232,Closed,Open
171,5.700371577574967,187.40425976308163,Closed,Open
172,5.733707083876575,190.32200163186053,Closed,Open
173,5.767042590178183,191.30064804792795,Closed,Open
174,5.8003780964797915,189.4490250776753,Closed,Open
175,5.833713602781399,188.5390404558701,Closed,Open
176,5.867049109083007,190.2177707773135,Closed,Open
177,5.900384615384615,187.4311819009057,Closed,Open
178,5.933720121686223,182.85181328684172,Closed,Open
179,5.967055627987831,180.33849969792908,Closed,Open
180,6.000391134289439,194.92847821559064,Closed,Open
181,6.0337266405910475,174.00403642667345,Closed,Open
182,6.067062146892655,185.98407740350228,Closed,Open
183,6.100397653194263,184.3059986802501,Closed,Open
184,6.133733159495871,164.92798435815882,Closed,Open
185,6.167068665797479,177.37761958126129,Closed,Open
186,6.200404172099087,171.16015862611027,Closed,Open
187,6.2337396784006955,191.11988966633328,Closed,Open
188,6.267075184702303,191.70622436259907,Closed,Open
189,6.300410691003911,193.26986282865596,Closed,Open
190,6.333746197305519,195.33514293295497,Closed,Open
191,6.367081703607127,189.09453462837035,Closed,Open
192,6.400417209908735,196.97630580474063,Closed,Open
193,6.433752716210343,195.4423681819411,Closed,Open
194,6.4670882225119515,192.6093724653191,Closed,Open
195,6.500423728813559,189.60660980159147,Closed,Open
196,6.533759235115167,186.64334938905864,Closed,Open
197,6.567094741416775,187.87463295258272,Closed,Open
198,6.600430247718383,182.30712412149623,Closed,Open
199,6.633765754019991,185.8950443789153,Closed,Open
200,6.667101260321599,188.9152818146464,Closed,Open
201,6.700436766623207,185.61925944726255,Closed,Open
202,6.733772272924815,186.05259822230357,Closed,Open
203,6.767107779226423,184.51627489697637,Closed,Open
204,6.800443285528031,173.7251357145916,Closed,Open
205,6.833778791829639,194.3419108911173,Closed,Open
206,6.867114298131247,198.15050655639544,Closed,Open
207,6.900449804432855,194.28562245193865,Closed,Open
208,6.933785310734463,191.67748310080455,Closed,Open
209,6.967120817036071,195.1345539710394,Closed,Open
210,7.000456323337679,192.1354137782681,Closed,Open
211,7.033791829639287,191.04315851634232,Closed,Open
212,7.067127335940895,188.6594163165228,Closed,Open
213,7.100462842242503,187.1697848081198,Closed,Open
214,7.1337983485441105,182.39366964842503,Closed,Open
215,7.167133854845719,185.2600690591198,Closed,Open
216,7.200469361147327,190.00798309201105,Closed,Open
217,7.233804867448935,186.1414396103797,Closed,Open
218,7.267140373750543,171.7231641806795,Closed,Open
219,7.300475880052151,177.04343431141672,Closed,Open
220,7.333811386353759,152.79562915268184,Closed,Closed
221,7.367146892655367,172.16166533345228,Closed,Open
222,7.400482398956975,157.59933389066268,Closed,Closed
223,7.433817905258583,160.3521211357812,Closed,Closed
224,7.467153411560191,185.1625255283848,Closed,Open
225,7.500488917861799,186.1728868098384,Closed,Open
226,7.533824424163407,189.0264636176905,Closed,Open
227,7.567159930465015,193.3035236646332,Closed,Open
228,7.600495436766623,190.4108183786667,Closed,Open
229,7.633830943068231,193.4709064505561,Closed,Open
230,7.667166449369839,191.78289458364105,Closed,Open
231,7.700501955671447,194.2457269360453,Closed,Open
232,7.733837461973055,194.30728307576717,Closed,Open
233,7.767172968274663,190.56762157465045,Closed,Open
234,7.8005084745762705,190.2993852043545,Closed,Open
235,7.833843980877879,185.9234539427377,Closed,Open
236,7.867179487179487,183.7133860863021,Closed,Open
237,7.900514993481095,184.8544408184685,Closed,Open
238,7.933850499782703,187.6412076910344,Closed,Open
239,7.967186006084311,185.39179048560575,Closed,Open
240,8.00052151238592,185.45222552965305,Closed,Open
241,8.033857018687527,183.02216180105216,Closed,Open
242,8.067192524989135,173.31956716726452,Closed,Open
243,8.100528031290743,170.12437353459285,Closed,Open
244,8.133863537592351,183.5461300757804,Closed,Open
245,8.167199043893959,176.74789280273194,Closed,Open
246,8.200534550195567,188.73400741372885,Closed,Open
247,8.233870056497175,196.30029952189665,Closed,Open
248,8.267205562798782,192.07898372126832,Closed,Open
249,8.30054106910039,197.40067548100484,Closed,Open
250,8.333876575401998,192.6585692418529,Closed,Open
251,8.367212081703606,197.81707922983136,Closed,Open
252,8.400547588005216,193.30444211035484,Closed,Open
253,8.433883094306823,192.80024816443265,Closed,Open
254,8.467218600608431,189.7456831422828,Closed,Open
255,8.50055410691004,191.3109029159727,Closed,Open
256,8.533889613211647,186.86811571898207,Closed,Open
257,8.567225119513255,189.4679237551095,Closed,Open
