frame,timestamp,anchor_to_top_lip_top_center,lips_label,teeth_label
0,0.0,87.06969431255274,Closed,Open
1,0.0333355063016079,88.8396365652352,Closed,Open
2,0.0666710126032159,94.15358835017564,Closed,Open
3,0.1000065189048239,94.72831622974006,Closed,Open
4,0.1333420252064319,94.7534350686861,Closed,Open
5,0.16667753150804,93.91243608217954,Closed,Open
6,0.2000130378096479,95.07078009389636,Closed,Open
7,0.2333485441112559,96.00064940430886,Closed,Open
8,0.2666840504128639,94.5786026508318,Closed,Open
9,0.3000195567144719,93.11921440548896,Closed,Open
10,0.33335506301608,93.51812299950002,Closed,Open
11,0.3666905693176879,93.9072315052636,Closed,Open
12,0.4000260756192959,94.72831622974006,Closed,Open
13,0.4333615819209039,93.93858078188184,Closed,Open
14,0.4666970882225119,93.40321789635786,Closed,Open
15,0.50003259452412,92.49100267354754,Closed,Open
16,0.5333681008257279,96.50573030212084,Closed,Open
17,0.5667036071273359,95.6096857012741,Closed,Open
18,0.6000391134289439,93.03141180699436,Closed,Open
19,0.6333746197305519,93.10524116360756,Closed,Open
20,0.66671012603216,96.4094975481635,Closed,Open
21,0.7000456323337679,95.45829046699798,Closed,Open
22,0.7333811386353759,98.52901923117513,Closed,Open
23,0.7667166449369839,93.89836452426118,Closed,Open
24,0.8000521512385919,93.10910043405792,Closed,Open
25,0.8333876575401998,92.26827365902136,Closed,Open
26,0.8667231638418079,94.79642436109464,Closed,Open
27,0.9000586701434159,91.36352795929498,Closed,Open
28,0.933394176445024,92.73202938857592,Closed,Open
29,0.9667296827466318,93.76504320641874,Closed,Open
30,1.00006518904824,96.27960127465744,Closed,Open
31,1.0334006953498478,96.4690742451958,Closed,Open
32,1.066736201651456,102.80748518225415,Closed,Open
33,1.1000717079530635,103.33544240325573,Closed,Open
34,1.1334072142546718,109.30223380806466,Open,Open
35,1.16674272055628,101.31613858344238,Closed,Open
36,1.2000782268578878,114.05007443210656,Open,Open
37,1.233413733159496,95.9390906522342,Closed,Open
38,1.2667492394611035,98.02119172882736,Closed,Open
39,1.3000847457627118,107.99908515606576,Open,Open
40,1.33342025206432,103.95548024942148,Closed,Open
41,1.3667557583659278,97.92101940504904,Closed,Open
42,1.400091264667536,105.59374051536126,Closed,Open
43,1.4334267709691435,98.24508350253274,Closed,Open
44,1.4667622772707518,96.06837332356008,Closed,Open
45,1.5000977835723597,90.40745079504592,Closed,Open
46,1.5334332898739678,88.11682125368405,Closed,Open
47,1.566768796175576,96.84297281129096,Closed,Open
48,1.6001043024771835,89.38291758339648,Closed,Open
49,1.6334398087787918,96.52556523925828,Closed,Open
50,1.6667753150803997,95.60282787959184,Closed,Open
51,1.7001108213820078,101.44582155353328,Closed,Open
52,1.7334463276836158,100.61436390138704,Closed,Open
53,1.7667818339852237,93.78133382183988,Closed,Open
54,1.8001173402868318,85.27366905968142,Closed,Open
55,1.8334528465884397,88.40175512125748,Closed,Open
56,1.8667883528900475,91.82220808332823,Closed,Open
57,1.900123859191656,84.26917569555079,Closed,Open
58,1.9334593654932637,87.9831085087335,Closed,Open
59,1.966794871794872,86.5041909014993,Closed,Open
60,2.00013037809648,86.76675010145806,Closed,Open
61,2.0334658843980877,81.93402264648802,Closed,Open
62,2.0668013906996956,86.01506272547243,Closed,Open
63,2.100136897001304,85.81489651919492,Closed,Open
64,2.133472403302912,86.76980041202299,Closed,Open
65,2.1668079096045196,88.18777618587345,Closed,Open
66,2.2001434159061275,87.52511822760036,Closed,Open
67,2.233478922207736,81.8215507392413,Closed,Open
68,2.2668144285093437,82.83684027062763,Closed,Open
69,2.3001499348109515,84.37053273489289,Closed,Open
70,2.33348544111256,84.72687505460975,Closed,Open
71,2.3668209474141677,81.1698468715766,Closed,Open
72,2.4001564537157756,77.15274292321632,Closed,Closed
73,2.433491960017383,75.41257057267083,Closed,Closed
74,2.4668274663189917,91.6246856551086,Closed,Open
75,2.5001629726205996,77.73462946485478,Closed,Closed
76,2.5334984789222075,82.91992548795376,Closed,Open
77,2.566833985223816,77.05663676424018,Closed,Closed
78,2.6001694915254236,92.02417232910538,Closed,Open
79,2.6335049978270315,83.60780078013514,Closed,Open
80,2.66684050412864,84.42794389939792,Closed,Open
81,2.7001760104302477,91.3010562467892,Closed,Open
82,2.7335115167318556,93.86684483599257,Closed,Open
83,2.7668470230334634,90.78131995655168,Closed,Open
84,2.8001825293350717,89.16514426732158,Closed,Open
85,2.8335180356366796,90.5784191709136,Closed,Open
86,2.8668535419382875,90.78276288196884,Closed,Open
87,2.900189048239896,89.92203300715295,Closed,Open
88,2.9335245545415036,88.72987409705397,Closed,Open
89,2.9668600608431115,86.90858680831818,Closed,Open
90,3.0001955671447194,81.55623047777797,Closed,Open
91,3.0335310734463277,81.51539246505111,Closed,Open
92,3.0668665797479355,78.45171114513576,Closed,Closed
93,3.1002020860495434,80.02811511925087,Closed,Closed
94,3.1335375923511517,84.74599046438368,Closed,Open
95,3.1668730986527596,82.96801774971605,Closed,Open
96,3.200208604954367,89.48574016083938,Closed,Open
97,3.2335441112559757,93.44921956727832,Closed,Open
98,3.2668796175575836,88.96710506897358,Closed,Open
99,3.3002151238591915,85.84015371452148,Closed,Open
100,3.3335506301607993,86.54764114298723,Closed,Open
101,3.3668861364624076,88.59794150237599,Closed,Open
102,3.4002216427640155,87.49268887931868,Closed,Open
103,3.4335571490656234,85.70605696985301,Closed,Open
104,3.4668926553672317,87.00569094244324,Closed,Open
105,3.5002281616688395,84.60114771368337,Closed,Open
106,3.5335636679704474,85.63940168902836,Closed,Open
107,3.5668991742720553,80.7897684183696,Closed,Open
108,3.6002346805736636,81.75259380094708,Closed,Open
109,3.633570186875271,84.13877387532511,Closed,Open
110,3.6669056931768793,82.44104318356455,Closed,Open
111,3.700241199478488,83.53569866906697,Closed,Open
112,3.733576705780095,82.42660590970804,Closed,Open
113,3.7669122120817033,83.51530896126421,Closed,Open
114,3.800247718383312,83.52992986668599,Closed,Open
115,3.833583224684919,89.60629805218734,Closed,Open
116,3.8669187309865274,85.68720283888322,Closed,Open
117,3.9002542372881353,86.88163996226612,Closed,Open
118,3.933589743589744,90.9680364085593,Closed,Open
119,3.966925249891351,88.28771472072933,Closed,Open
120,4.00026075619296,93.1134338138711,Closed,Open
121,4.033596262494568,87.14261502485658,Closed,Open
122,4.0669317687961755,82.14647087084357,Closed,Open
123,4.100267275097783,90.30717979191942,Closed,Open
124,4.133602781399391,86.45118744645723,Closed,Open
125,4.166938287700999,86.3217484406168,Closed,Open
126,4.200273794002608,84.93201710055102,Closed,Open
127,4.233609300304216,88.4264919872575,Closed,Open
128,4.2669448066058235,82.06257635493485,Closed,Open
129,4.300280312907431,78.27798967363552,Closed,Closed
130,4.333615819209039,80.54925305699183,Closed,Closed
131,4.366951325510647,84.14759920102766,Closed,Open
132,4.400286831812255,90.98133727175582,Closed,Open
133,4.433622338113864,90.26865687884502,Closed,Open
134,4.466957844415472,91.99035280298123,Closed,Open
135,4.5002933507170795,97.3417437561626,Closed,Open
136,4.533628857018687,96.88503310320073,Closed,Open
137,4.566964363320295,95.42368271525793,Closed,Open
138,4.600299869621903,94.40293092169374,Closed,Open
139,4.633635375923511,87.1660116145469,Closed,Open
140,4.66697088222512,94.61164236041864,Closed,Open
141,4.700306388526728,91.49490374916924,Closed,Open
142,4.733641894828335,90.0874353746008,Closed,Open
143,4.766977401129943,90.46559304317304,Closed,Open
144,4.800312907431551,89.49284871423302,Closed,Open
145,4.833648413733159,89.50846675050394,Closed,Open
146,4.866983920034767,86.78312701182921,Closed,Open
147,4.900319426336376,84.65151047205266,Closed,Open
148,4.9336549326379835,82.25206914095111,Closed,Open
149,4.966990438939591,78.81821610233825,Closed,Closed
150,5.000325945241199,84.63535127183586,Closed,Open
151,5.033661451542807,87.70539260610829,Closed,Open
152,5.066996957844415,92.67428384638576,Closed,Open
153,5.100332464146024,87.46649740008561,Closed,Open
154,5.133667970447632,93.99929069611528,Closed,Open
155,5.167003476749239,95.95110530698824,Closed,Open
156,5.200338983050847,90.01977778691526,Closed,Open
157,5.233674489352455,89.74977486833393,Closed,Open
158,5.267009995654063,82.10079841443968,Closed,Open
159,5.300345501955671,88.57907230395966,Closed,Open
160,5.33368100825728,79.85825882720061,Closed,Closed
161,5.3670165145588875,81.96349861198627,Closed,Open
162,5.400352020860495,84.6562556050173,Closed,Open
163,5.433687527162103,83.86195608923923,Closed,Open
164,5.467023033463711,74.4343930033755,Closed,Closed
165,5.500358539765319,81.49138859260918,Closed,Open
166,5.533694046066927,82.06396600400173,Closed,Open
167,5.567029552368536,77.41332002266941,Closed,Closed
168,5.6003650586701434,79.35530233227256,Closed,Closed
169,5.633700564971751,83.04555344372575,Closed,Open
170,5.667036071273359,89.87383154477573,Closed,Open
171,5.700371577574967,88.20701527475343,Closed,Open
172,5.733707083876575,90.85782932792642,Closed,Open
173,5.767042590178183,88.90329953901464,Closed,Open
174,5.8003780964797915,92.10484540928108,Closed,Open
175,5.833713602781399,88.97174921805856,Closed,Open
176,5.867049109083007,92.87001334257916,Closed,Open
177,5.900384615384615,88.25774630455345,Closed,Open
178,5.933720121686223,85.91542089625842,Closed,Open
179,5.967055627987831,90.49911245633544,Closed,Open
180,6.000391134289439,95.39858979815968,Closed,Open
181,6.0337266405910475,80.8466914804756,Closed,Open
182,6.067062146892655,83.4301284967698,Closed,Open
183,6.100397653194263,79.53564068501917,Closed,Closed
184,6.133733159495871,84.92905594757272,Closed,Open
185,6.167068665797479,80.80912664642284,Closed,Open
186,6.200404172099087,80.23869716749616,Closed,Closed
187,6.2337396784006955,86.7064933362546,Closed,Open
188,6.267075184702303,86.8172804058947,Closed,Open
189,6.300410691003911,88.32287363697368,Closed,Open
190,6.333746197305519,91.94241713122832,Closed,Open
191,6.367081703607127,85.81586264128532,Closed,Open
192,6.400417209908735,98.39095877536457,Closed,Open
193,6.433752716210343,93.84599459071708,Closed,Open
194,6.4670882225119515,93.87585687320724,Closed,Open
195,6.500423728813559,90.12936490687434,Closed,Open
196,6.533759235115167,91.66283170081287,Closed,Open
197,6.567094741416775,87.35195208281957,Closed,Open
198,6.600430247718383,85.79538374726118,Closed,Open
199,6.633765754019991,84.35649782675446,Closed,Open
200,6.667101260321599,85.97820467020529,Closed,Open
201,6.700436766623207,84.61415055727598,Closed,Open
202,6.733772272924815,86.06286596387912,Closed,Open
203,6.767107779226423,86.85941951834863,Closed,Open
204,6.800443285528031,80.84568478380451,Closed,Open
205,6.833778791829639,83.91905531030895,Closed,Open
206,6.867114298131247,86.30515627982282,Closed,Open
207,6.900449804432855,89.60252569557328,Closed,Open
208,6.933785310734463,90.05399239866102,Closed,Open
209,6.967120817036071,95.42390927604391,Closed,Open
210,7.000456323337679,91.65417984846113,Closed,Open
211,7.033791829639287,91.86698053992232,Closed,Open
212,7.067127335940895,90.13592690110733,Closed,Open
213,7.100462842242503,89.36643035596747,Closed,Open
214,7.1337983485441105,81.15721938112938,Closed,Open
215,7.167133854845719,82.11492005978499,Closed,Open
216,7.200469361147327,88.63769733753207,Closed,Open
217,7.233804867448935,86.43288254236828,Closed,Open
218,7.267140373750543,81.05718221382344,Closed,Open
219,7.300475880052151,81.68845203490542,Closed,Open
220,7.333811386353759,82.98966161691743,Closed,Open
221,7.367146892655367,82.73882809793253,Closed,Open
222,7.400482398956975,79.73325286470683,Closed,Closed
223,7.433817905258583,82.09643938257128,Closed,Open
224,7.467153411560191,83.07542371188242,Closed,Open
225,7.500488917861799,83.35193330169557,Closed,Open
226,7.533824424163407,87.66809978288728,Closed,Open
227,7.567159930465015,97.17059201676317,Closed,Open
228,7.600495436766623,93.72271771072204,Closed,Open
229,7.633830943068231,95.7183875939078,Closed,Open
230,7.667166449369839,95.44622133222606,Closed,Open
231,7.700501955671447,90.48970690048208,Closed,Open
232,7.733837461973055,95.0567838299557,Closed,Open
233,7.767172968274663,91.92792108536436,Closed,Open
234,7.8005084745762705,91.44460430288208,Closed,Open
235,7.833843980877879,90.09043835307006,Closed,Open
236,7.867179487179487,91.31809308122648,Closed,Open
237,7.900514993481095,92.68081760792704,Closed,Open
238,7.933850499782703,89.46964864234634,Closed,Open
239,7.967186006084311,87.82951750281158,Closed,Open
240,8.00052151238592,86.88712822996868,Closed,Open
241,8.033857018687527,88.49715601864206,Closed,Open
242,8.067192524989135,87.7171043509496,Closed,Open
243,8.100528031290743,86.58686851889858,Closed,Open
244,8.133863537592351,84.35736895290955,Closed,Open
245,8.167199043893959,85.88172017311825,Closed,Open
246,8.200534550195567,86.99270617353653,Closed,Open
247,8.233870056497175,90.22965722057133,Closed,Open
248,8.267205562798782,91.82262860690946,Closed,Open
249,8.30054106910039,95.73772747392432,Closed,Open
250,8.333876575401998,94.71390190046137,Closed,Open
251,8.367212081703606,99.1961381915643,Closed,Open
252,8.400547588005216,95.02637315076228,Closed,Open
253,8.433883094306823,95.85552829140605,Closed,Open
254,8.467218600608431,95.27365637241869,Closed,Open
255,8.50055410691004,94.78193437391296,Closed,Open
256,8.533889613211647,96.15101170040828,Closed,Open
257,8.567225119513255,88.8764252987522,Closed,Open
258,8.600560625814863,89.4617928511957,Closed,Open
259,8.63389613211647,89.01960425332297,Closed,Open
260,8.667231638418079,89.0380335240849,Closed,Open
261,8.700567144719686,85.66986064856806,Closed,Open
262,8.733902651021294,83.4899451919355,Closed,Open
263,8.767238157322902,81.79185358285775,Closed,Open
264,8.80057366362451,79.64170932202549,Closed,Closed
265,8.833909169926118,84.0308526812548,Closed,Open
266,8.867244676227727,81.3778176156599,Closed,Open
267,8.900580182529335,86.22615143525317,Closed,Open
268,8.933915688830943,94.28176481972392,Closed,Open
269,8.967251195132551,96.83261518970752,Closed,Open
270,9.000586701434159,96.01448994829086,Closed,Open
271,9.033922207735769,93.77093460774915,Closed,Open
272,9.067257714037376,91.92896478080962,Closed,Open
273,9.100593220338984,97.99074563417032,Closed,Open
274,9.13392872664059,95.54579348878748,Closed,Open
275,9.167264232942198,92.66852767618536,Closed,Open
276,9.200599739243806,88.66314856792326,Closed,Open
277,9.233935245545414,95.39565446820798,Closed,Open
278,9.267270751847022,94.96763071677567,Closed,Open
279,9.300606258148632,95.32485838004564,Closed,Open
280,9.33394176445024,93.91286516815798,Closed,Open
281,9.367277270751847,93.60248613393682,Closed,Open
282,9.400612777053457,89.37368407977695,Closed,Open
283,9.433948283355065,91.89209501388966,Closed,Open
284,9.46728378965667,88.1197595899821,Closed,Open
285,9.50061929595828,82.28478225142354,Closed,Open
286,9.533954802259888,80.7609567837809,Closed,Open
287,9.567290308561494,82.30931941461748,Closed,Open
288,9.600625814863102,84.54382798296436,Closed,Open
289,9.63396132116471,91.45070949923236,Closed,Open
290,9.667296827466318,93.754441424099,Closed,Open
291,9.700632333767926,99.29284018194129,Closed,Open
292,9.733967840069534,99.3765549525498,Closed,Open
293,9.767303346371143,96.8910441922367,Closed,Open
294,9.800638852672751,97.66728545198696,Closed,Open
295,9.83397435897436,95.78489970493128,Closed,Open
296,9.867309865275969,96.6321735843551,Closed,Open
297,9.900645371577577,96.65590580037689,Closed,Open
298,9.933980877879184,95.09524641924013,Closed,Open
299,9.96731638418079,94.263157029539,Closed,Open
300,10.000651890482398,93.71497685038958,Closed,Open
301,10.033987396784006,97.07317760803288,Closed,Open
302,10.067322903085614,90.68671308342272,Closed,Open
303,10.100658409387222,86.34388988869902,Closed,Open
304,10.13399391568883,85.29661903651063,Closed,Open
305,10.167329421990438,84.2633588481511,Closed,Open
306,10.200664928292047,82.29237172914426,Closed,Open
307,10.234000434593655,79.56410734143071,Closed,Closed
308,10.267335940895263,82.00273478054001,Closed,Open
309,10.300671447196873,86.96764205733932,Closed,Open
310,10.33400695349848,90.05621050473945,Closed,Open
311,10.367342459800089,96.85687609153776,Closed,Open
312,10.400677966101696,99.0098390446523,Closed,Open
313,10.434013472403302,98.41130192976988,Closed,Open
314,10.46734897870491,96.7200592095126,Closed,Open
315,10.500684485006518,97.68685771218443,Closed,Open
316,10.534019991308126,95.83325977885848,Closed,Open
317,10.567355497609734,95.5211012382905,Closed,Open
318,10.600691003911342,97.54479346758536,Closed,Open
319,10.63402651021295,95.12358310319804,Closed,Open
320,10.66736201651456,95.4944313002442,Closed,Open
321,10.700697522816167,94.53568239486192,Closed,Open
322,10.734033029117777,93.01077199879096,Closed,Open
323,10.767368535419385,89.13263051339834,Closed,Open
324,10.80070404172099,90.62738244778625,Closed,Open
325,10.8340395480226,93.86923225904984,Closed,Open
326,10.867375054324206,87.24069494631115,Closed,Open
327,10.900710560625814,89.97524832660898,Closed,Open
328,10.934046066927422,86.95036514094727,Closed,Open
329,10.96738157322903,82.01590937150272,Closed,Open
330,11.000717079530638,82.28564391299514,Closed,Open
331,11.034052585832246,88.833579192157,Closed,Open
332,11.067388092133854,89.9311248729813,Closed,Open
333,11.100723598435462,95.52783987233404,Closed,Open
334,11.134059104737071,96.17035492742612,Closed,Open
335,11.16739461103868,98.11298970608186,Closed,Open
336,11.200730117340289,98.03060609528129,Closed,Open
337,11.234065623641897,95.7976291854618,Closed,Open
338,11.267401129943504,96.4939519101214,Closed,Open
339,11.30073663624511,92.12358310319804,Closed,Open
340,11.334072142546718,90.47406516708956,Closed,Open
341,11.367407648848326,92.49558510577504,Closed,Open
342,11.400743155149934,91.32974351068933,Closed,Open
343,11.434078661451542,87.04524913547182,Closed,Open
344,11.46741416775315,87.84259653899178,Closed,Open
345,11.500749674054758,89.90467396469279,Closed,Open
346,11.534085180356366,89.48971146486852,Closed,Open
347,11.567420686657975,86.82617232058574,Closed,Open
348,11.600756192959585,84.32180099809361,Closed,Open
349,11.634091699261193,80.96491455736604,Closed,Open
350,11.6674272055628,78.11467135861398,Closed,Closed
351,11.700762711864408,84.8624889733169,Closed,Open
352,11.734098218166016,88.36517501110963,Closed,Open
353,11.767433724467622,94.62459940194172,Closed,Open
354,11.80076923076923,99.12650154702033,Closed,Open
355,11.834104737070838,98.41836041453156,Closed,Open
356,11.867440243372446,97.68546626587694,Closed,Open
357,11.900775749674054,90.87383828597808,Closed,Open
358,11.934111255975662,89.68661749415644,Closed,Open
359,11.96744676227727,94.04696298917068,Closed,Open
360,12.000782268578876,92.75648711203854,Closed,Open
361,12.034117774880489,92.43272354387486,Closed,Open
362,12.067453281182097,88.3675947507434,Closed,Open
363,12.100788787483705,91.07625456428497,Closed,Open
364,12.13412429378531,90.18535844105712,Closed,Open
365,12.16745980008692,88.98658512577136,Closed,Open
366,12.200795306388526,85.62143218317553,Closed,Open
367,12.234130812690134,83.70579714042779,Closed,Open
368,12.267466318991742,88.51741403242518,Closed,Open
369,12.30080182529335,81.13394683653593,Closed,Open
370,12.334137331594958,85.95130818225013,Closed,Open
371,12.367472837896566,90.51412695618092,Closed,Open
372,12.400808344198174,97.41119928558264,Closed,Open
373,12.43414385049978,98.21327343475906,Closed,Open
374,12.467479356801393,97.61662358450828,Closed,Open
375,12.500814863103,97.38349409728475,Closed,Open
376,12.534150369404609,91.80988081421972,Closed,Open
377,12.567485875706216,95.11202477088725,Closed,Open
378,12.600821382007824,93.76903671494622,Closed,Open
379,12.63415688830943,96.66655460542307,Closed,Open
380,12.667492394611038,96.49204642347058,Closed,Open
381,12.700827900912646,95.80187946568893,Closed,Open
382,12.734163407214254,94.485208399831,Closed,Open
383,12.767498913515862,92.88098110837656,Closed,Open
384,12.80083441981747,89.11753243419693,Closed,Open
385,12.834169926119078,87.59990160774032,Closed,Open
386,12.867505432420684,82.73794645931312,Closed,Open
387,12.900840938722292,79.3104768477258,Closed,Closed
388,12.934176445023905,74.66166648872246,Closed,Closed
389,12.96751195132551,85.6033912723754,Closed,Open
390,13.00084745762712,77.68643873682332,Closed,Closed
391,13.034182963928728,79.92217829624788,Closed,Closed
392,13.067518470230334,80.10342515448801,Closed,Closed
393,13.100853976531942,86.85648330895853,Closed,Open
394,13.13418948283355,90.73983858846242,Closed,Open
395,13.167524989135158,95.83316785124758,Closed,Open
396,13.200860495436766,97.5313914808647,Closed,Open
397,13.234196001738374,93.78970253057278,Closed,Open
398,13.267531508039982,96.10873496388234,Closed,Open
399,13.30086701434159,95.74410884741366,Closed,Open
400,13.334202520643196,94.00068781878171,Closed,Open
401,13.367538026944809,91.90589585136252,Closed,Open
402,13.400873533246417,93.0226839827805,Closed,Open
403,13.434209039548024,92.77341465693164,Closed,Open
404,13.46754454584963,92.96423206409986,Closed,Open
405,13.500880052151238,91.34484932006036,Closed,Open
406,13.534215558452846,92.43625648659238,Closed,Open
407,13.567551064754454,92.2547576097488,Closed,Open
408,13.600886571056062,89.4342943843522,Closed,Open
409,13.63422207735767,92.53967922852364,Closed,Open
410,13.667557583659278,90.7530986020664,Closed,Open
411,13.700893089960886,96.37463583707064,Closed,Open
412,13.734228596262492,96.51711918212662,Closed,Open
413,13.7675641025641,91.38305170754768,Closed,Open
414,13.80089960886571,85.38995491972327,Closed,Open
415,13.83423511516732,80.07625522428198,Closed,Closed
416,13.867570621468928,78.43337521207094,Closed,Closed
417,13.900906127770536,81.70646951722365,Closed,Open
418,13.934241634072142,86.95745813088902,Closed,Open
419,13.96757714037375,90.39615063110358,Closed,Open
420,14.000912646675358,96.4416162431322,Closed,Open
421,14.034248152976966,96.72368299854725,Closed,Open
422,14.067583659278574,100.06587936105971,Closed,Open
423,14.100919165580182,97.29802490145762,Closed,Open
424,14.13425467188179,95.6341739572843,Closed,Open
425,14.167590178183396,98.0865773761976,Closed,Open
426,14.200925684485004,97.14027246502246,Closed,Open
427,14.234261190786611,93.86418576919104,Closed,Open
428,14.26759669708822,92.55667057661414,Closed,Open
429,14.30093220338983,93.64502027755336,Closed,Open
430,14.33426770969144,91.28296337495767,Closed,Open
431,14.367603215993046,87.52177086244839,Closed,Open
432,14.400938722294654,86.52444950639122,Closed,Open
433,14.434274228596262,85.33535221902014,Closed,Open
434,14.46760973489787,86.0851394345451,Closed,Open
435,14.500945241199478,83.385557007491,Closed,Open
436,14.534280747501086,82.35029517818066,Closed,Open
437,14.567616253802694,81.42889996336132,Closed,Open
438,14.600951760104302,81.34439927681586,Closed,Open
439,14.63428726640591,80.10451878072107,Closed,Closed
440,14.667622772707515,77.28603495972541,Closed,Closed
441,14.700958279009123,92.3074146465248,Closed,Open
442,14.734293785310737,91.01634859410134,Closed,Open
443,14.767629291612344,90.15970342748024,Closed,Open
444,14.80096479791395,90.13873732801434,Closed,Open
445,14.834300304215558,96.81991181802738,Closed,Open
446,14.867635810517166,93.44766862809055,Closed,Open
447,14.900971316818774,92.78162959642432,Closed,Open
448,14.934306823120382,89.75791253800182,Closed,Open
449,14.96764232942199,86.93812407732906,Closed,Open
450,15.000977835723598,83.79078315914006,Closed,Open
451,15.034313342025206,87.89413484398099,Closed,Open
452,15.067648848326812,91.22775006912728,Closed,Open
453,15.10098435462842,93.81151368808564,Closed,Open
454,15.13431986093003,93.33646178829912,Closed,Open
455,15.167655367231635,94.04360612044913,Closed,Open
456,15.200990873533248,92.18097018589438,Closed,Open
457,15.234326379834854,92.30564014881269,Closed,Open
458,15.267661886136462,91.60749937290902,Closed,Open
459,15.30099739243807,87.49174770283332,Closed,Open
460,15.334332898739678,86.63419428951663,Closed,Open
461,15.367668405041286,85.91131117888911,Closed,Open
462,15.401003911342894,89.06898644840993,Closed,Open
463,15.434339417644502,86.80928160025869,Closed,Open
464,15.46767492394611,85.76520935092674,Closed,Open
465,15.501010430247716,84.38601864127851,Closed,Open
466,15.534345936549323,82.3881102055829,Closed,Open
467,15.567681442850931,77.95555214136184,Closed,Closed
468,15.60101694915254,85.67035868826385,Closed,Open
469,15.63435245545415,77.06636703370586,Closed,Closed
470,15.66768796175576,79.75782198539858,Closed,Closed
471,15.701023468057366,83.0557832027966,Closed,Open
472,15.734358974358974,85.14222661119214,Closed,Open
473,15.767694480660582,92.27068647163848,Closed,Open
474,15.80102998696219,95.3147120010248,Closed,Open
475,15.834365493263798,97.4877252207796,Closed,Open
476,15.867700999565406,97.16448457607402,Closed,Open
477,15.901036505867014,95.61587951189225,Closed,Open
478,15.93437201216862,95.613041525113,Closed,Open
479,15.96770751847023,92.73593252508388,Closed,Open
480,16.00104302477184,92.58626477379264,Closed,Open
481,16.034378531073447,91.68315377335432,Closed,Open
482,16.067714037375055,87.6664986935917,Closed,Open
