frame,timestamp,anchor_to_bottom_lip_bottom,lips_label,teeth_label
0,0.0,72.32809567759253,Closed,Open
1,0.0333355063016079,67.26322708797697,Closed,Open
2,0.0666710126032159,67.98841625131556,Closed,Open
3,0.1000065189048239,68.20222853812463,Closed,Open
4,0.1333420252064319,68.52450835629716,Closed,Open
5,0.16667753150804,68.33282889910748,Closed,Open
6,0.2000130378096479,67.10006744254636,Closed,Open
7,0.2333485441112559,70.33812034287628,Closed,Open
8,0.2666840504128639,67.25007671860406,Closed,Open
9,0.3000195567144719,70.09213999273689,Closed,Open
10,0.33335506301608,68.50347205478938,Closed,Open
11,0.3666905693176879,68.07228325194828,Closed,Open
12,0.4000260756192959,69.8508144919301,Closed,Open
13,0.4333615819209039,66.16120475166173,Closed,Open
14,0.4666970882225119,68.52494174877498,Closed,Open
15,0.50003259452412,68.27708763999664,Closed,Open
16,0.5333681008257279,69.19029657826404,Closed,Open
17,0.5667036071273359,67.52923360829945,Closed,Open
18,0.6000391134289439,68.51839284282107,Closed,Open
19,0.6333746197305519,69.42876188150592,Closed,Open
20,0.66671012603216,69.02489115392848,Closed,Open
21,0.7000456323337679,70.06406656515841,Closed,Open
22,0.7333811386353759,72.10327188998934,Closed,Open
23,0.7667166449369839,69.15444639681192,Closed,Open
24,0.8000521512385919,67.6924223322146,Closed,Open
25,0.8333876575401998,67.8022934622256,Closed,Open
26,0.8667231638418079,69.6189446827326,Closed,Open
27,0.9000586701434159,67.3893571636346,Closed,Open
28,0.933394176445024,69.24168402031046,Closed,Open
29,0.9667296827466318,73.12730488892717,Closed,Open
30,1.00006518904824,77.98756155777045,Closed,Open
31,1.0334006953498478,74.26449227691705,Closed,Open
32,1.066736201651456,94.350208920296,Open,Open
33,1.1000717079530635,95.2912202860092,Open,Open
34,1.1334072142546718,103.4773203552394,Open,Open
35,1.16674272055628,91.46229660230094,Open,Open
36,1.2000782268578878,79.22447623245776,Closed,Open
37,1.233413733159496,61.7724668450271,Closed,Open
38,1.2667492394611035,78.3401119396867,Closed,Open
39,1.3000847457627118,83.38056001166075,Closed,Open
40,1.33342025206432,86.46229065539191,Open,Open
41,1.3667557583659278,79.72631793116847,Closed,Open
42,1.400091264667536,99.03948752362508,Open,Open
43,1.4334267709691435,92.31896935772173,Open,Open
44,1.4667622772707518,79.93304235094675,Closed,Open
45,1.5000977835723597,76.15588980020074,Closed,Open
46,1.5334332898739678,85.22876641910048,Closed,Open
47,1.566768796175576,72.27215123138018,Closed,Open
48,1.6001043024771835,81.68925959018895,Closed,Open
49,1.6334398087787918,86.20088688199343,Open,Open
50,1.6667753150803997,92.3594442228704,Open,Open
51,1.7001108213820078,84.32505087555168,Closed,Open
52,1.7334463276836158,78.54396550018869,Closed,Open
53,1.7667818339852237,69.91331910253743,Closed,Open
54,1.8001173402868318,68.43432609612768,Closed,Open
55,1.8334528465884397,70.72642361140302,Closed,Open
56,1.8667883528900475,73.5464190475646,Closed,Open
