frame,timestamp,anchor_to_bottom_lip_top_center,lips_label,teeth_label
0,0.0,87.44989083494357,Closed,Open
1,0.0333355063016079,86.71338103434303,Closed,Open
2,0.0666710126032159,88.84632253678751,Closed,Open
3,0.1000065189048239,87.67295529843925,Closed,Open
4,0.1333420252064319,88.73127800986833,Closed,Open
5,0.16667753150804,89.85684159633628,Closed,Open
6,0.2000130378096479,87.2579896731161,Closed,Open
7,0.2333485441112559,88.67118820128044,Closed,Open
8,0.2666840504128639,87.80755964940764,Closed,Open
9,0.3000195567144719,85.7952260953447,Closed,Open
10,0.33335506301608,85.21395473904352,Closed,Open
11,0.3666905693176879,87.21910987196514,Closed,Open
12,0.4000260756192959,87.68200891967581,Closed,Open
13,0.4333615819209039,87.25425061377805,Closed,Open
14,0.4666970882225119,86.8171178136682,Closed,Open
15,0.50003259452412,86.6723219053285,Closed,Open
16,0.5333681008257279,89.19522310655259,Closed,Open
17,0.5667036071273359,88.6177669573311,Closed,Open
18,0.6000391134289439,86.57314548116784,Closed,Open
19,0.6333746197305519,86.16452782702352,Closed,Open
20,0.66671012603216,89.11418860650981,Closed,Open
21,0.7000456323337679,88.68362899143327,Closed,Open
22,0.7333811386353759,90.78028831902742,Closed,Open
23,0.7667166449369839,88.06788469204983,Closed,Open
24,0.8000521512385919,87.54603954654274,Closed,Open
25,0.8333876575401998,85.73267856238797,Closed,Open
26,0.8667231638418079,87.14372991612271,Closed,Open
27,0.9000586701434159,83.75578486437064,Closed,Open
28,0.933394176445024,84.98471169102282,Closed,Open
29,0.9667296827466318,85.41335697007341,Closed,Open
30,1.00006518904824,86.43812245846925,Closed,Open
31,1.0334006953498478,79.26076744137806,Closed,Open
32,1.066736201651456,93.54260064059524,Closed,Open
33,1.1000717079530635,88.90151159685593,Closed,Open
34,1.1334072142546718,92.36197730074473,Closed,Open
35,1.16674272055628,90.64843057381756,Closed,Open
36,1.2000782268578878,87.10638252024948,Closed,Open
37,1.233413733159496,80.6974558283104,Closed,Open
38,1.2667492394611035,83.17792347306133,Closed,Open
39,1.3000847457627118,89.14266868147175,Closed,Open
40,1.33342025206432,92.07841704636598,Closed,Open
41,1.3667557583659278,83.7230170987801,Closed,Open
42,1.400091264667536,100.72680508593628,Open,Open
43,1.4334267709691435,93.61643372272805,Closed,Open
44,1.4667622772707518,86.10776872121335,Closed,Open
45,1.5000977835723597,81.95883931389773,Closed,Open
46,1.5334332898739678,92.7851888965774,Closed,Open
47,1.566768796175576,84.04725422472308,Closed,Open
48,1.6001043024771835,87.93699946321276,Closed,Open
49,1.6334398087787918,91.52916181463875,Closed,Open
50,1.6667753150803997,104.58785563213252,Open,Open
51,1.7001108213820078,90.74075085756388,Closed,Open
52,1.7334463276836158,85.70025413285467,Closed,Open
53,1.7667818339852237,84.25785332526152,Closed,Open
54,1.8001173402868318,81.4117753566169,Closed,Open
55,1.8334528465884397,85.54237890278968,Closed,Open
56,1.8667883528900475,87.39993483935075,Closed,Open
57,1.900123859191656,82.0891335749226,Closed,Open
58,1.9334593654932637,84.83788646491118,Closed,Open
59,1.966794871794872,82.31322265906061,Closed,Open
60,2.00013037809648,79.67714852027353,Closed,Open
61,2.0334658843980877,77.68178517718928,Closed,Open
62,2.0668013906996956,77.69512584204236,Closed,Open
63,2.100136897001304,78.66758975097264,Closed,Open
64,2.133472403302912,78.84540305399179,Closed,Open
65,2.1668079096045196,79.30064818310979,Closed,Open
66,2.2001434159061275,73.208858054813,Closed,Open
67,2.233478922207736,71.32868332514218,Closed,Open
68,2.2668144285093437,72.80116304724923,Closed,Open
69,2.3001499348109515,74.73423485156374,Closed,Open
70,2.33348544111256,72.00384592629001,Closed,Open
71,2.3668209474141677,69.7551058267641,Closed,Open
72,2.4001564537157756,68.50362299817223,Closed,Closed
73,2.433491960017383,67.52999300341266,Closed,Closed
74,2.4668274663189917,96.12363799656124,Closed,Open
75,2.5001629726205996,71.66878811208113,Closed,Open
76,2.5334984789222075,77.81738071710737,Closed,Open
77,2.566833985223816,73.7972302876622,Closed,Open
78,2.6001694915254236,85.72373436029287,Closed,Open
79,2.6335049978270315,77.17583701429336,Closed,Open
80,2.66684050412864,78.63406011768427,Closed,Open
81,2.7001760104302477,87.91939559229809,Closed,Open
82,2.7335115167318556,87.38576865066017,Closed,Open
83,2.7668470230334634,83.92740431508437,Closed,Open
84,2.8001825293350717,82.85191767721122,Closed,Open
85,2.8335180356366796,83.88237165232391,Closed,Open
86,2.8668535419382875,80.6833340055504,Closed,Open
87,2.900189048239896,80.22676598205219,Closed,Open
88,2.9335245545415036,76.57367362067494,Closed,Open
89,2.9668600608431115,73.42950747611374,Closed,Open
90,3.0001955671447194,70.14516464895311,Closed,Open
91,3.0335310734463277,70.0192099508123,Closed,Open
92,3.0668665797479355,67.31042167682973,Closed,Closed
93,3.1002020860495434,68.34865048682086,Closed,Closed
94,3.1335375923511517,71.18050626568737,Closed,Open
95,3.1668730986527596,74.78942400906257,Closed,Open
96,3.200208604954367,78.57261310856354,Closed,Open
97,3.2335441112559757,87.73620337304395,Closed,Open
98,3.2668796175575836,84.15008444159199,Closed,Open
99,3.3002151238591915,81.170565457649,Closed,Open
