frame,timestamp,aspect_ratio__mouth_width__outside_lips,lips_label,teeth_label
0,0.0,0.8475081562898029,Open,Open
1,0.0333355063016079,0.8010818012730895,Open,Open
2,0.0666710126032159,0.7443695564234589,Closed,Open
3,0.1000065189048239,0.7019948040257363,Closed,Open
4,0.1333420252064319,0.7218235713489166,Closed,Open
5,0.16667753150804,0.7814510754885547,Open,Open
6,0.2000130378096479,0.7043607795314784,Closed,Open
7,0.2333485441112559,0.7011612659797564,Closed,Open
8,0.2666840504128639,0.7091802857920004,Closed,Open
9,0.3000195567144719,0.6809333229504888,Closed,Open
10,0.33335506301608,0.6765733542576887,Closed,Open
11,0.3666905693176879,0.7034865547328715,Closed,Open
12,0.4000260756192959,0.7013675462541356,Closed,Open
13,0.4333615819209039,0.6924039494118513,Closed,Open
14,0.4666970882225119,0.6950692596967037,Closed,Open
15,0.50003259452412,0.6935676135603753,Closed,Open
16,0.5333681008257279,0.7214597238233077,Closed,Open
17,0.5667036071273359,0.70957703186933,Closed,Open
18,0.6000391134289439,0.7163697268171155,Closed,Open
19,0.6333746197305519,0.6941557622752202,Closed,Open
20,0.66671012603216,0.7170636865764773,Closed,Open
21,0.7000456323337679,0.7126455892301243,Closed,Open
22,0.7333811386353759,0.7388023690430086,Closed,Open
23,0.7667166449369839,0.7409920286893553,Closed,Open
24,0.8000521512385919,0.734071010316591,Closed,Open
25,0.8333876575401998,0.7261661491170176,Closed,Open
26,0.8667231638418079,0.6944288589781478,Closed,Open
27,0.9000586701434159,0.6522665461128355,Closed,Open
28,0.933394176445024,0.6453763515377795,Closed,Open
29,0.9667296827466318,0.62969119285912,Closed,Open
30,1.00006518904824,0.6076015893706511,Closed,Open
31,1.0334006953498478,0.5553044238362984,Closed,Open
32,1.066736201651456,0.5669881635108353,Closed,Open
33,1.1000717079530635,0.5403312666352549,Closed,Open
34,1.1334072142546718,0.5243741848132769,Closed,Open
35,1.16674272055628,0.6021798630178874,Closed,Open
36,1.2000782268578878,0.5791245558937372,Closed,Open
37,1.233413733159496,0.6240151917656723,Closed,Open
38,1.2667492394611035,0.5378282842002939,Closed,Open
39,1.3000847457627118,0.6087882105437551,Closed,Open
40,1.33342025206432,0.6569164952791985,Closed,Open
41,1.3667557583659278,0.5990951396887458,Closed,Open
42,1.400091264667536,0.6285683608308463,Closed,Open
43,1.4334267709691435,0.6379251137732974,Closed,Open
44,1.4667622772707518,0.6270095445693986,Closed,Open
45,1.5000977835723597,0.6156375745941117,Closed,Open
46,1.5334332898739678,0.7332371446740922,Closed,Open
47,1.566768796175576,0.633711975619128,Closed,Open
48,1.6001043024771835,0.6815358817532232,Closed,Open
49,1.6334398087787918,0.6200618000612513,Closed,Open
50,1.6667753150803997,0.779749199049083,Open,Open
51,1.7001108213820078,0.6047277966422878,Closed,Open
52,1.7334463276836158,0.6213394489799376,Closed,Open
53,1.7667818339852237,0.657444418928937,Closed,Open
54,1.8001173402868318,0.6975065177242439,Closed,Open
55,1.8334528465884397,0.7258700593909123,Closed,Open
56,1.8667883528900475,0.6859361169319677,Closed,Open
57,1.900123859191656,0.696940968913046,Closed,Open
58,1.9334593654932637,0.7024410296690643,Closed,Open
59,1.966794871794872,0.6169244541310414,Closed,Open
60,2.00013037809648,0.6054561891468945,Closed,Open
61,2.0334658843980877,0.5809846857011383,Closed,Open
62,2.0668013906996956,0.5529354149290904,Closed,Open
63,2.100136897001304,0.6044867321426557,Closed,Open
64,2.133472403302912,0.6111739384455134,Closed,Open
65,2.1668079096045196,0.586193935194415,Closed,Open
66,2.2001434159061275,0.5367947952778053,Closed,Open
67,2.233478922207736,0.5584377243172828,Closed,Open
68,2.2668144285093437,0.5855215339871426,Closed,Open
69,2.3001499348109515,0.5862135183564803,Closed,Open
70,2.33348544111256,0.5369267255503006,Closed,Open
71,2.3668209474141677,0.5520262881220657,Closed,Open
72,2.4001564537157756,0.5608444269295236,Closed,Open
73,2.433491960017383,0.5691137691353888,Closed,Open
74,2.4668274663189917,0.6784897835104539,Closed,Open
75,2.5001629726205996,0.584416026905813,Closed,Open
76,2.5334984789222075,0.5946817940820877,Closed,Open
77,2.566833985223816,0.5914799751588848,Closed,Open
78,2.6001694915254236,0.6608715592458407,Closed,Open
79,2.6335049978270315,0.5722441177801828,Closed,Open
80,2.66684050412864,0.654120420531128,Closed,Open
81,2.7001760104302477,0.7183591909650461,Closed,Open
82,2.7335115167318556,0.6934485502993669,Closed,Open
83,2.7668470230334634,0.6588987175844134,Closed,Open
84,2.8001825293350717,0.6600346017978632,Closed,Open
85,2.8335180356366796,0.6741540856987832,Closed,Open
86,2.8668535419382875,0.65151689776768,Closed,Open
87,2.900189048239896,0.6255454559823217,Closed,Open
88,2.9335245545415036,0.6341349687297497,Closed,Open
89,2.9668600608431115,0.5685495464735093,Closed,Open
90,3.0001955671447194,0.5855388426409949,Closed,Open
91,3.0335310734463277,0.5819261577517334,Closed,Open
92,3.0668665797479355,0.5341704049944284,Closed,Open
93,3.1002020860495434,0.5240215418529363,Closed,Open
94,3.1335375923511517,0.5271339734994569,Closed,Open
95,3.1668730986527596,0.5543804832509999,Closed,Open
96,3.200208604954367,0.5802395007388187,Closed,Open
97,3.2335441112559757,0.657228157794098,Closed,Open
98,3.2668796175575836,0.6238564169484161,Closed,Open
99,3.3002151238591915,0.6573570696485448,Closed,Open
100,3.3335506301607993,0.6486093242573473,Closed,Open
101,3.3668861364624076,0.6327343722749825,Closed,Open
102,3.4002216427640155,0.6770830054690159,Closed,Open
103,3.4335571490656234,0.674239643474792,Closed,Open
104,3.4668926553672317,0.6261240526251765,Closed,Open
105,3.5002281616688395,0.5929929580740416,Closed,Open
106,3.5335636679704474,0.5884482522430403,Closed,Open
107,3.5668991742720553,0.5304682819948419,Closed,Open
108,3.6002346805736636,0.5376377453935899,Closed,Open
109,3.633570186875271,0.5638122739603094,Closed,Open
110,3.6669056931768793,0.5732851279425033,Closed,Open
111,3.700241199478488,0.5432605479712027,Closed,Open
112,3.733576705780095,0.5806387812058375,Closed,Open
113,3.7669122120817033,0.640268377498699,Closed,Open
114,3.800247718383312,0.6840445497044605,Closed,Open
115,3.833583224684919,0.7256884228941018,Closed,Open
116,3.8669187309865274,0.6601734394371176,Closed,Open
117,3.9002542372881353,0.68998236634839,Closed,Open
118,3.933589743589744,0.7188855598555924,Closed,Open
119,3.966925249891351,0.6976653987574991,Closed,Open
120,4.00026075619296,0.758891121022452,Closed,Open
121,4.033596262494568,0.6860587539424763,Closed,Open
122,4.0669317687961755,0.6251595857908636,Closed,Open
123,4.100267275097783,0.6575729199923396,Closed,Open
124,4.133602781399391,0.6178305575248423,Closed,Open
125,4.166938287700999,0.5942562374437819,Closed,Open
126,4.200273794002608,0.5403316409589028,Closed,Open
127,4.233609300304216,0.5490362797127899,Closed,Open
128,4.2669448066058235,0.5319251532046919,Closed,Open
129,4.300280312907431,0.4974577702007664,Closed,Closed
130,4.333615819209039,0.497843314700662,Closed,Closed
131,4.366951325510647,0.529927594717443,Closed,Open
132,4.400286831812255,0.5972398201285052,Closed,Open
133,4.433622338113864,0.6335146540036902,Closed,Open
134,4.466957844415472,0.6606570996296427,Closed,Open
135,4.5002933507170795,0.7293894779143245,Closed,Open
136,4.533628857018687,0.7392451079932802,Closed,Open
137,4.566964363320295,0.7195497004557034,Closed,Open
138,4.600299869621903,0.7179006591116522,Closed,Open
139,4.633635375923511,0.6802889142487085,Closed,Open
140,4.66697088222512,0.7301401615648918,Closed,Open
141,4.700306388526728,0.6681185431560904,Closed,Open
142,4.733641894828335,0.6621207779679562,Closed,Open
143,4.766977401129943,0.6491277242837808,Closed,Open
144,4.800312907431551,0.621753503108388,Closed,Open
145,4.833648413733159,0.6180439124220659,Closed,Open
146,4.866983920034767,0.5849236953062572,Closed,Open
147,4.900319426336376,0.5878796180531491,Closed,Open
148,4.9336549326379835,0.5562131786058944,Closed,Open
149,4.966990438939591,0.5440032269329266,Closed,Open
150,5.000325945241199,0.5992850894029325,Closed,Open
151,5.033661451542807,0.6687629432951917,Closed,Open
152,5.066996957844415,0.6814622467139293,Closed,Open
153,5.100332464146024,0.7048352226395993,Closed,Open
154,5.133667970447632,0.7138874283981654,Closed,Open
155,5.167003476749239,0.7405438355937012,Closed,Open
156,5.200338983050847,0.7474731306977875,Closed,Open
157,5.233674489352455,0.6905443349908424,Closed,Open
158,5.267009995654063,0.6260857083513037,Closed,Open
159,5.300345501955671,0.6756903814473034,Closed,Open
160,5.33368100825728,0.5980726952562885,Closed,Open
161,5.3670165145588875,0.565760936977971,Closed,Open
162,5.400352020860495,0.6038617810771488,Closed,Open
163,5.433687527162103,0.5948933592068953,Closed,Open
164,5.467023033463711,0.5803559136782306,Closed,Open
165,5.500358539765319,0.5050487433872197,Closed,Closed
166,5.533694046066927,0.5125172793584334,Closed,Open
167,5.567029552368536,0.5128363561201523,Closed,Open
168,5.6003650586701434,0.5240559793124494,Closed,Open
169,5.633700564971751,0.5976142465314732,Closed,Open
170,5.667036071273359,0.619457421624706,Closed,Open
171,5.700371577574967,0.6361258733640427,Closed,Open
172,5.733707083876575,0.7171123835108163,Closed,Open
173,5.767042590178183,0.7037027706507278,Closed,Open
174,5.8003780964797915,0.7462428347207758,Closed,Open
175,5.833713602781399,0.6568394673399398,Closed,Open
176,5.867049109083007,0.6579444941518733,Closed,Open
177,5.900384615384615,0.6427363598363853,Closed,Open
178,5.933720121686223,0.6619916659370475,Closed,Open
179,5.967055627987831,0.682000450171669,Closed,Open
180,6.000391134289439,0.6362957060156675,Closed,Open
181,6.0337266405910475,0.599155002966371,Closed,Open
182,6.067062146892655,0.5873149659503271,Closed,Open
183,6.100397653194263,0.5356309440968023,Closed,Open
184,6.133733159495871,0.6891259008353585,Closed,Open
185,6.167068665797479,0.5409248060342706,Closed,Open
186,6.200404172099087,0.6327026467624801,Closed,Open
187,6.2337396784006955,0.6007982534794684,Closed,Open
188,6.267075184702303,0.6746580366340112,Closed,Open
189,6.300410691003911,0.6912968750830638,Closed,Open
190,6.333746197305519,0.735369575264222,Closed,Open
191,6.367081703607127,0.743451893915097,Closed,Open
192,6.400417209908735,0.7741109769857194,Closed,Open
193,6.433752716210343,0.7110085450412992,Closed,Open
194,6.4670882225119515,0.713294564125041,Closed,Open
195,6.500423728813559,0.68219218047148,Closed,Open
196,6.533759235115167,0.6503948787582683,Closed,Open
197,6.567094741416775,0.6349849088136387,Closed,Open
198,6.600430247718383,0.6150319541283371,Closed,Open
199,6.633765754019991,0.6237211944063271,Closed,Open
200,6.667101260321599,0.5907770930432734,Closed,Open
201,6.700436766623207,0.5514269693641622,Closed,Open
202,6.733772272924815,0.5642239466441014,Closed,Open
203,6.767107779226423,0.5330458131669069,Closed,Open
204,6.800443285528031,0.5440445722839388,Closed,Open
205,6.833778791829639,0.6020384095302272,Closed,Open
206,6.867114298131247,0.6195606556358862,Closed,Open
207,6.900449804432855,0.6849530134764927,Closed,Open
208,6.933785310734463,0.7571258850097091,Closed,Open
209,6.967120817036071,0.7206662838952157,Closed,Open
210,7.000456323337679,0.7414395724377909,Closed,Open
211,7.033791829639287,0.6795310857715244,Closed,Open
212,7.067127335940895,0.6644451130493704,Closed,Open
213,7.100462842242503,0.6497279658773856,Closed,Open
214,7.1337983485441105,0.6253560728591252,Closed,Open
215,7.167133854845719,0.6250898422604662,Closed,Open
216,7.200469361147327,0.601197672777749,Closed,Open
217,7.233804867448935,0.5745041948891836,Closed,Open
218,7.267140373750543,0.6065794661496484,Closed,Open
219,7.300475880052151,0.498782636183177,Closed,Closed
220,7.333811386353759,0.5638936403259334,Closed,Open
221,7.367146892655367,0.4969556783010512,Closed,Closed
222,7.400482398956975,0.5826910026739132,Closed,Open
223,7.433817905258583,0.5625225454648813,Closed,Open
224,7.467153411560191,0.5261939423365078,Closed,Open
225,7.500488917861799,0.6017468753415055,Closed,Open
226,7.533824424163407,0.5978328849871113,Closed,Open
227,7.567159930465015,0.686483966991731,Closed,Open
228,7.600495436766623,0.6969050170337711,Closed,Open
229,7.633830943068231,0.7526023427142864,Closed,Open
230,7.667166449369839,0.7643111146032754,Closed,Open
231,7.700501955671447,0.6813819109840328,Closed,Open
232,7.733837461973055,0.7023421178809215,Closed,Open
233,7.767172968274663,0.6607467172964794,Closed,Open
234,7.8005084745762705,0.6652806651660559,Closed,Open
235,7.833843980877879,0.6541512060165383,Closed,Open
236,7.867179487179487,0.6644423769230069,Closed,Open
237,7.900514993481095,0.67339354733902,Closed,Open
238,7.933850499782703,0.6365356529955417,Closed,Open
239,7.967186006084311,0.6167685776892511,Closed,Open
240,8.00052151238592,0.5811910591297916,Closed,Open
241,8.033857018687527,0.56221353686803,Closed,Open
242,8.067192524989135,0.6264184096662357,Closed,Open
243,8.100528031290743,0.632166511736199,Closed,Open
244,8.133863537592351,0.5662308385672697,Closed,Open
245,8.167199043893959,0.5870594312729309,Closed,Open
246,8.200534550195567,0.63895513693876,Closed,Open
247,8.233870056497175,0.6334635399857288,Closed,Open
248,8.267205562798782,0.735047761068708,Closed,Open
249,8.30054106910039,0.7220447644398853,Closed,Open
250,8.333876575401998,0.7814273311032044,Open,Open
251,8.367212081703606,0.7387516668623614,Closed,Open
252,8.400547588005216,0.7230735624338662,Closed,Open
253,8.433883094306823,0.7080989540771604,Closed,Open
254,8.467218600608431,0.7030314125766407,Closed,Open
255,8.50055410691004,0.670467860700553,Closed,Open
256,8.533889613211647,0.6843472032968462,Closed,Open
257,8.567225119513255,0.6408224119780804,Closed,Open
258,8.600560625814863,0.6418514453162891,Closed,Open
259,8.63389613211647,0.6162471034745509,Closed,Open
260,8.667231638418079,0.5889075720598904,Closed,Open
261,8.700567144719686,0.5408334664775653,Closed,Open
262,8.733902651021294,0.5311494093061128,Closed,Open
263,8.767238157322902,0.5660768116859031,Closed,Open
264,8.80057366362451,0.5213934516309244,Closed,Open
265,8.833909169926118,0.5305357295701547,Closed,Open
266,8.867244676227727,0.5346821076817945,Closed,Open
267,8.900580182529335,0.5834186020745717,Closed,Open
268,8.933915688830943,0.6446411447946607,Closed,Open
269,8.967251195132551,0.6878438315138311,Closed,Open
270,9.000586701434159,0.7098163579466709,Closed,Open
271,9.033922207735769,0.6751711272283772,Closed,Open
272,9.067257714037376,0.6848414923774052,Closed,Open
273,9.100593220338984,0.736344593147368,Closed,Open
274,9.13392872664059,0.725047682016555,Closed,Open
275,9.167264232942198,0.7112550946861141,Closed,Open
276,9.200599739243806,0.6509718826272466,Closed,Open
277,9.233935245545414,0.7011994609376802,Closed,Open
278,9.267270751847022,0.6993775263442888,Closed,Open
279,9.300606258148632,0.6772486190503308,Closed,Open
280,9.33394176445024,0.683611572415464,Closed,Open
281,9.367277270751847,0.664132137939371,Closed,Open
282,9.400612777053457,0.6224264289960487,Closed,Open
283,9.433948283355065,0.5902539453907524,Closed,Open
284,9.46728378965667,0.5940004746790515,Closed,Open
285,9.50061929595828,0.5276802639242048,Closed,Open
286,9.533954802259888,0.5563117871999029,Closed,Open
287,9.567290308561494,0.5440550363819907,Closed,Open
288,9.600625814863102,0.5736385334421,Closed,Open
289,9.63396132116471,0.6407030937877148,Closed,Open
290,9.667296827466318,0.6749058536485025,Closed,Open
291,9.700632333767926,0.7471904855692294,Closed,Open
292,9.733967840069534,0.7472472533026288,Closed,Open
293,9.767303346371143,0.7264082847156713,Closed,Open
294,9.800638852672751,0.7224717121229638,Closed,Open
295,9.83397435897436,0.7269548106491911,Closed,Open
296,9.867309865275969,0.6974308039442959,Closed,Open
297,9.900645371577577,0.7150503085824059,Closed,Open
298,9.933980877879184,0.6717008225304144,Closed,Open
299,9.96731638418079,0.6934747199374115,Closed,Open
300,10.000651890482398,0.6860166525719235,Closed,Open
301,10.033987396784006,0.6849219810966625,Closed,Open
302,10.067322903085614,0.6192277148392179,Closed,Open
303,10.100658409387222,0.5543703087246669,Closed,Open
304,10.13399391568883,0.52960568060521,Closed,Open
305,10.167329421990438,0.5079178777264037,Closed,Open
306,10.200664928292047,0.522602088554059,Closed,Open
307,10.234000434593655,0.5410022501790847,Closed,Open
308,10.267335940895263,0.5564529907121855,Closed,Open
309,10.300671447196873,0.5670754229542134,Closed,Open
310,10.33400695349848,0.6070199840958134,Closed,Open
311,10.367342459800089,0.6779918321495789,Closed,Open
312,10.400677966101696,0.7360540221822446,Closed,Open
313,10.434013472403302,0.7269204471417811,Closed,Open
314,10.46734897870491,0.7395279385735923,Closed,Open
315,10.500684485006518,0.742994379176153,Closed,Open
316,10.534019991308126,0.729765781957004,Closed,Open
317,10.567355497609734,0.726905066654091,Closed,Open
318,10.600691003911342,0.7441928510019605,Closed,Open
319,10.63402651021295,0.7176111980007396,Closed,Open
320,10.66736201651456,0.6962948853418766,Closed,Open
321,10.700697522816167,0.7203941170242627,Closed,Open
322,10.734033029117777,0.6979306149253278,Closed,Open
323,10.767368535419385,0.6532415473393358,Closed,Open
324,10.80070404172099,0.6345666404752779,Closed,Open
325,10.8340395480226,0.640502562281542,Closed,Open
326,10.867375054324206,0.5628517734728435,Closed,Open
327,10.900710560625814,0.5825952864722,Closed,Open
328,10.934046066927422,0.5899590501017027,Closed,Open
329,10.96738157322903,0.5798492886444241,Closed,Open
330,11.000717079530638,0.5598784080021356,Closed,Open
331,11.034052585832246,0.6161646107135897,Closed,Open
332,11.067388092133854,0.6202403335427483,Closed,Open
333,11.100723598435462,0.6837228049436248,Closed,Open
334,11.134059104737071,0.7224862115122485,Closed,Open
335,11.16739461103868,0.7385752363863657,Closed,Open
336,11.200730117340289,0.7361876484818147,Closed,Open
337,11.234065623641897,0.7383868783571469,Closed,Open
338,11.267401129943504,0.717722751682307,Closed,Open
339,11.30073663624511,0.6865404902330894,Closed,Open
340,11.334072142546718,0.675863209931907,Closed,Open
341,11.367407648848326,0.6637832613610072,Closed,Open
342,11.400743155149934,0.6748042761714238,Closed,Open
343,11.434078661451542,0.6379049124689974,Closed,Open
344,11.46741416775315,0.6594328208524509,Closed,Open
345,11.500749674054758,0.6362690980468992,Closed,Open
346,11.534085180356366,0.5966577204092652,Closed,Open
347,11.567420686657975,0.5390909092248203,Closed,Open
348,11.600756192959585,0.5324714003936385,Closed,Open
349,11.634091699261193,0.4869316001655023,Closed,Closed
350,11.6674272055628,0.5005006736506905,Closed,Closed
351,11.700762711864408,0.5529488083590758,Closed,Open
352,11.734098218166016,0.5895644726637108,Closed,Open
353,11.767433724467622,0.654808921570182,Closed,Open
354,11.80076923076923,0.7310956068230008,Closed,Open
355,11.834104737070838,0.7374107565380134,Closed,Open
356,11.867440243372446,0.7762528611100654,Closed,Open
357,11.900775749674054,0.7249601327741078,Closed,Open
358,11.934111255975662,0.7186980610031042,Closed,Open
359,11.96744676227727,0.7462296853784826,Closed,Open
360,12.000782268578876,0.7077710292189311,Closed,Open
361,12.034117774880489,0.6644844746639913,Closed,Open
